0.005005	-0.136611938	0.276130676	0.000825977
0.01001	-0.145065308	0.253540039	0.009650683
0.015015	-0.100830078	0.262214661	0.011340594
0.020020001	-0.11567688	0.268196106	0.022924042
0.025025001	-0.103256226	0.319854736	-0.124501848
0.030029999	-0.09703064	0.284896851	-0.027043962
0.035034999	-0.120651245	0.329879761	0.017545795
0.040040001	-0.113464355	0.41897583	-0.036750937
0.045045	-0.113586426	0.357536316	0.030511713
0.050050002	-0.109680176	0.3722229	0.006038404
0.055055	-0.111038208	0.332389832	-0.0388942
0.060059998	-0.056793213	0.287322998	0.038750029
0.065064996	-0.074874878	0.188262939	-0.017816091
0.070069999	-0.095687866	0.10899353	0.006478643
0.075075001	-0.09487915	0.069976807	0.021233416
0.080080003	-0.170059204	0.04637146	-0.001957083
0.085084997	-0.188751221	-0.024147034	-0.044538999
0.090089999	-0.202407837	0.072494507	0.023554778
0.100100003	-0.139358521	0.137138367	-0.023741508
0.105104998	-0.156982422	0.179336548	0.004275894
0.11011	-0.16204834	0.162872314	-0.024964118
0.115115002	-0.243515015	0.118309021	0.00692842
0.120119996	-0.243164063	0.14692688	-0.090079093
0.125125006	-0.345001221	0.256965637	-0.001295829
0.130129993	-0.339904785	0.274024963	-0.003847861
0.135134995	-0.328140259	0.274238586	-0.014337087
0.140139997	-0.316802979	0.298286438	0.002559161
0.145144999	-0.260574341	0.328895569	-0.036302948
0.150150001	-0.22164917	0.220039368	-0.041571283
0.155155003	-0.257995605	0.180084229	0.046326256
0.160160005	-0.220855713	0.226264954	-0.053766274
0.165165007	-0.197189331	0.226715088	-0.031778717
0.170169994	-0.16104126	0.235877991	-0.038518214
0.175174996	-0.142959595	0.212043762	-0.060958171
0.180179998	-0.07963562	0.176338196	0.011392093
0.185185	-0.089080811	0.1378479	-0.081856871
0.190190002	-0.035354614	0.058761597	-0.011428857
0.195195004	0.008148193	0.033615112	0.073518968
0.200200006	-0.034942627	0.039146423	-0.009432578
0.205204993	0.034759521	-0.003227234	0.092963433
0.210209996	0.009475708	-0.025154114	0.054500794
0.215214998	0.064834595	0.087013245	0.054954147
0.22022	0.03062439	0.106842041	0.199294543
0.225225002	0.063049316	0.147727966	0.099493599
0.230230004	-0.037368774	0.234382629	0.15742836
0.235235006	-0.00038147	0.289161682	0.210520124
0.240239993	-0.007476807	0.274871826	0.177915192
0.245244995	0.051391602	0.24848175	0.13868413
0.250250012	0.08770752	0.170806885	0.077080464
0.255255014	-0.002548218	0.156600952	0.071361518
0.260259986	0.005889893	0.167922974	0.035394287
0.265264988	-0.015716553	0.16091156	0.039855099
0.27026999	-0.00100708	0.058570862	-0.04470005
0.275274992	-0.031860352	0.039733887	-0.063936973
0.280279994	0.054733276	-0.012420654	-0.000654244
0.285284996	0.08821106	-0.009292603	-0.07016685
0.290289998	0.08215332	0.023864746	-0.051997328
0.295295	0.038925171	0.104652405	-0.154454255
0.300300002	0.082336426	0.066123962	-0.065789723
0.305305004	0.036911011	0.094795227	-0.20875051
0.310310006	0.049850464	0.063575745	-0.126513743
0.315315008	-0.025817871	0.090637207	-0.155100965
0.32032001	0.05406189	0.174499512	-0.124866867
0.325325012	0.106033325	0.193946838	-0.079947615
0.330330014	0.064376831	0.153366089	-0.191346669
0.335334986	-0.017242432	0.171028137	-0.178556705
0.340339988	-0.077026367	0.242698669	-0.11546936
0.34534499	-0.115707397	0.281860352	-0.166490579
0.350349993	-0.054122925	0.329154968	-0.229639316
0.355354995	-0.049911499	0.300765991	-0.246023202
0.360359997	-0.023330688	0.316619873	-0.190279388
0.365364999	0.021316528	0.382713318	-0.16800406
0.370370001	0.042175293	0.385894775	-0.188723707
0.375375003	0.004730225	0.29485321	-0.18397727
0.380380005	-0.052871704	0.29019165	-0.229750657
0.385385007	-0.062515259	0.279830933	-0.166494393
0.390390009	-0.099319458	0.331718445	-0.211421275
0.395395011	-0.119415283	0.193412781	-0.039308214
0.400400013	-0.154708862	0.254875183	-0.005804443
0.405404985	-0.166763306	0.151855469	-0.059776568
0.410409987	-0.072372437	0.104370117	-0.043270493
0.415414989	-0.023727417	0.07787323	-0.15532186
0.420419991	0.030426025	0.010536194	-0.047435665
0.425424993	0.014770508	0.095413208	-0.111571455
0.430429995	0.032485962	0.05657196	-0.003085756
0.435434997	0.118469238	0.080154419	0.049405909
0.440439999	0.096817017	0.194297791	-0.029694343
0.445445001	0.05027771	0.214744568	-0.136727715
0.450450003	0.020507813	0.236694336	-0.06941452
0.455455005	-0.014923096	0.234451294	-0.01877811
0.460460007	-0.015625	0.219848633	-0.087987089
0.465465009	-0.079910278	0.344688416	-0.014558697
0.470470011	-0.078689575	0.348274231	-0.033250237
0.475475013	-0.035125732	0.312110901	-0.065595055
0.480479985	0.024581909	0.360656738	0.05825994
0.485484987	0.040740967	0.327629089	0.021222091
0.49048999	0.0625	0.333312988	-0.013873839
0.495494992	0.122116089	0.29107666	0.110921359
0.500500023	0.110153198	0.285140991	0.010956144
0.505505025	0.087219238	0.268600464	-0.002913976
0.510510027	0.126296997	0.311157227	-0.074273491
0.51551497	0.174606323	0.319740295	0.014635301
0.520519972	0.106872559	0.296379089	-0.042575741
0.525524974	0.126831055	0.295669556	-0.004781032
0.530529976	0.079437256	0.300056458	0.032858944
0.535534978	0.055328369	0.324714661	0.070839143
0.54053998	0.101242065	0.417350769	0.050764775
0.545544982	0.101791382	0.407989502	0.021708226
0.550549984	0.122177124	0.343887329	0.120625234
0.555554986	0.033157349	0.33719635	0.145101881
0.560559988	-0.047561646	0.352279663	0.159942126
0.56556499	-0.012023926	0.349143982	0.144931889
0.570569992	-0.09992981	0.31552887	0.067060924
0.575574994	-0.072692871	0.314865112	0.228813267
0.580579996	-0.045669556	0.295547485	0.247276521
0.585584998	-0.081558228	0.391899109	0.175677633
0.59059	-0.027587891	0.434288025	0.143677449
0.595595002	-0.039352417	0.459060669	0.234693623
0.600600004	-0.021148682	0.46547699	0.270970559
0.605605006	-0.035079956	0.461029053	0.278904176
0.610610008	-0.024871826	0.456069946	0.243043041
0.61561501	0.059173584	0.385879517	0.335752702
0.620620012	0.025192261	0.342987061	0.241388178
0.625625014	0.011184692	0.363548279	0.217727757
0.630630016	0.074707031	0.358070374	0.115240312
0.635635018	-0.028533936	0.388755798	0.144690132
0.64064002	-0.061965942	0.477325439	0.189218855
0.645645022	-0.029327393	0.441970825	0.217710829
0.650650024	-0.085968018	0.398796082	0.324142551
0.655655026	-0.079116821	0.318641663	0.280769086
0.660660028	-0.049591064	0.308502197	0.328485107
0.665664971	-0.083633423	0.295570374	0.313519692
0.670669973	-0.017669678	0.39553833	0.394407725
0.675674975	0.057540894	0.385864258	0.363831019
0.680679977	0.068511963	0.300628662	0.349251366
0.685684979	0.101867676	0.348968506	0.256770468
0.690689981	0.02973938	0.38142395	0.299291229
0.695694983	0.037063599	0.391555786	0.285055971
0.700699985	0.122253418	0.432937622	0.145387149
0.705704987	0.154388428	0.364486694	0.196911907
0.710709989	0.184524536	0.431152344	0.146902895
0.715714991	0.183273315	0.406822205	0.206625795
0.720719993	0.152236938	0.407295227	0.19482789
0.725724995	0.195358276	0.365097046	0.204950666
0.730729997	0.280197144	0.433197021	0.144665813
0.735734999	0.27671814	0.348625183	0.204740977
0.740740001	0.258850098	0.398101807	0.133324242
