1.900083333333333258e+03 -4.136613607406616211e-01 -2.148668020963668823e-01
1.900166666666666742e+03 -3.930912315845489502e-01 -1.630292981863021851e-01
1.900250000000000000e+03 -4.049606621265411377e-01 -1.445296108722686768e-01
1.900333333333333258e+03 -4.109908938407897949e-01 -1.372731924057006836e-01
1.900416666666666742e+03 -4.504138827323913574e-01 -1.532218605279922485e-01
1.900500000000000000e+03 -4.559036493301391602e-01 -1.350967139005661011e-01
1.900583333333333258e+03 -4.753451347351074219e-01 -1.238320842385292053e-01
1.900666666666666742e+03 -4.583214521408081055e-01 -1.213581338524818420e-01
1.900750000000000000e+03 -4.664215445518493652e-01 -1.341807693243026733e-01
1.900833333333333258e+03 -4.636334776878356934e-01 -1.759752929210662842e-01
1.900916666666666742e+03 -4.910358488559722900e-01 -2.080724090337753296e-01
1.901000000000000000e+03 -4.765456020832061768e-01 -2.468738257884979248e-01
1.901083333333333258e+03 -4.658318758010864258e-01 -2.689165771007537842e-01
1.901166666666666742e+03 -4.301438629627227783e-01 -2.406631410121917725e-01
1.901250000000000000e+03 -4.394606947898864746e-01 -2.637237012386322021e-01
1.901333333333333258e+03 -4.327078163623809814e-01 -2.780970931053161621e-01
1.901416666666666742e+03 -4.738478660583496094e-01 -3.051748275756835938e-01
1.901500000000000000e+03 -4.623219966888427734e-01 -3.102439641952514648e-01
1.901583333333333258e+03 -4.694439470767974854e-01 -3.302962481975555420e-01
1.901666666666666742e+03 -4.627617001533508301e-01 -3.583202958106994629e-01
1.901750000000000000e+03 -4.695956408977508545e-01 -3.858032822608947754e-01
1.901833333333333258e+03 -4.759376645088195801e-01 -4.051102101802825928e-01
1.901916666666666742e+03 -5.056362152099609375e-01 -4.059460163116455078e-01
1.902000000000000000e+03 -5.098776817321777344e-01 -4.661052525043487549e-01
1.902083333333333258e+03 -5.364965200424194336e-01 -4.704009890556335449e-01
1.902166666666666742e+03 -5.232225656509399414e-01 -4.384637773036956787e-01
1.902250000000000000e+03 -5.440697669982910156e-01 -4.355658590793609619e-01
1.902333333333333258e+03 -5.343183279037475586e-01 -4.298519194126129150e-01
1.902416666666666742e+03 -5.697422027587890625e-01 -4.557746648788452148e-01
1.902500000000000000e+03 -5.608242154121398926e-01 -4.537604153156280518e-01
1.902583333333333258e+03 -5.969524383544921875e-01 -4.481001496315002441e-01
1.902666666666666742e+03 -6.052489876747131348e-01 -4.470417499542236328e-01
1.902750000000000000e+03 -6.128652691841125488e-01 -4.355384111404418945e-01
1.902833333333333258e+03 -6.344909071922302246e-01 -4.352624118328094482e-01
1.902916666666666742e+03 -6.639627218246459961e-01 -4.393784999847412109e-01
1.903000000000000000e+03 -6.839941143989562988e-01 -4.598973393440246582e-01
1.903083333333333258e+03 -6.890953183174133301e-01 -4.220819473266601562e-01
1.903166666666666742e+03 -6.715235710144042969e-01 -3.950871825218200684e-01
1.903250000000000000e+03 -6.905163526535034180e-01 -4.024633765220642090e-01
1.903333333333333258e+03 -6.971060037612915039e-01 -4.064766466617584229e-01
1.903416666666666742e+03 -7.372488379478454590e-01 -4.534090459346771240e-01
1.903500000000000000e+03 -7.462199926376342773e-01 -4.706721603870391846e-01
1.903583333333333258e+03 -7.874798178672790527e-01 -4.999598562717437744e-01
1.903666666666666742e+03 -7.907130718231201172e-01 -5.283598899841308594e-01
1.903750000000000000e+03 -8.135424852371215820e-01 -5.351516604423522949e-01
1.903833333333333258e+03 -8.486629128456115723e-01 -5.530979037284851074e-01
1.903916666666666742e+03 -8.835282921791076660e-01 -5.551589131355285645e-01
1.904000000000000000e+03 -9.133706092834472656e-01 -5.456706285476684570e-01
1.904083333333333258e+03 -8.993909358978271484e-01 -5.359933376312255859e-01
1.904166666666666742e+03 -8.682040572166442871e-01 -5.153532028198242188e-01
1.904250000000000000e+03 -8.544396758079528809e-01 -4.996760189533233643e-01
1.904333333333333258e+03 -8.321028947830200195e-01 -4.695579707622528076e-01
1.904416666666666742e+03 -8.419930338859558105e-01 -4.980849623680114746e-01
1.904500000000000000e+03 -8.282482028007507324e-01 -4.771721959114074707e-01
1.904583333333333258e+03 -8.363670110702514648e-01 -4.598049223423004150e-01
1.904666666666666742e+03 -8.120350837707519531e-01 -4.390420317649841309e-01
1.904750000000000000e+03 -8.126588463783264160e-01 -4.270395934581756592e-01
1.904833333333333258e+03 -8.141133189201354980e-01 -4.266195893287658691e-01
1.904916666666666742e+03 -8.152284026145935059e-01 -4.037197232246398926e-01
1.905000000000000000e+03 -8.054820895195007324e-01 -3.992364406585693359e-01
1.905083333333333258e+03 -7.673910260200500488e-01 -4.004572927951812744e-01
1.905166666666666742e+03 -7.152435183525085449e-01 -3.794030845165252686e-01
1.905250000000000000e+03 -7.014622092247009277e-01 -3.606041669845581055e-01
1.905333333333333258e+03 -6.667940616607666016e-01 -3.434288501739501953e-01
1.905416666666666742e+03 -6.686351299285888672e-01 -3.687388300895690918e-01
1.905500000000000000e+03 -6.434670090675354004e-01 -3.505595326423645020e-01
1.905583333333333258e+03 -6.389751434326171875e-01 -3.506444096565246582e-01
1.905666666666666742e+03 -6.178920269012451172e-01 -3.397570848464965820e-01
1.905750000000000000e+03 -6.074560880661010742e-01 -3.335430324077606201e-01
1.905833333333333258e+03 -5.959651470184326172e-01 -3.115119040012359619e-01
1.905916666666666742e+03 -6.153993010520935059e-01 -3.118268251419067383e-01
1.906000000000000000e+03 -6.147814393043518066e-01 -3.365237116813659668e-01
1.906083333333333258e+03 -5.950558185577392578e-01 -3.436357676982879639e-01
1.906166666666666742e+03 -5.527679920196533203e-01 -3.321631252765655518e-01
1.906250000000000000e+03 -5.454649925231933594e-01 -3.387489318847656250e-01
1.906333333333333258e+03 -5.011565089225769043e-01 -3.315181732177734375e-01
1.906416666666666742e+03 -4.995878338813781738e-01 -3.643360733985900879e-01
1.906500000000000000e+03 -4.882882833480834961e-01 -3.603565096855163574e-01
1.906583333333333258e+03 -5.142741203308105469e-01 -3.824330866336822510e-01
1.906666666666666742e+03 -5.298802852630615234e-01 -3.896639347076416016e-01
1.906750000000000000e+03 -5.318863987922668457e-01 -4.108470082283020020e-01
1.906833333333333258e+03 -5.564184784889221191e-01 -4.341806769371032715e-01
1.906916666666666742e+03 -5.980719923973083496e-01 -4.500832557678222656e-01
1.907000000000000000e+03 -6.144764423370361328e-01 -4.610228240489959717e-01
1.907083333333333258e+03 -6.237940788269042969e-01 -4.558710157871246338e-01
1.907166666666666742e+03 -6.013894677162170410e-01 -4.283724427223205566e-01
1.907250000000000000e+03 -6.072747111320495605e-01 -4.294476211071014404e-01
1.907333333333333258e+03 -5.837813019752502441e-01 -4.159063100814819336e-01
1.907416666666666742e+03 -6.260446906089782715e-01 -4.427396357059478760e-01
1.907500000000000000e+03 -6.497169137001037598e-01 -4.523873627185821533e-01
1.907583333333333258e+03 -6.786843538284301758e-01 -4.859864115715026855e-01
1.907666666666666742e+03 -6.904634833335876465e-01 -4.872897863388061523e-01
1.907750000000000000e+03 -7.005923986434936523e-01 -4.841858148574829102e-01
1.907833333333333258e+03 -7.378705143928527832e-01 -5.001824498176574707e-01
1.907916666666666742e+03 -7.699621915817260742e-01 -5.285571813583374023e-01
1.908000000000000000e+03 -7.611157298088073730e-01 -5.940096378326416016e-01
1.908083333333333258e+03 -7.143326401710510254e-01 -6.067770719528198242e-01
1.908166666666666742e+03 -6.574881076812744141e-01 -6.009477972984313965e-01
1.908250000000000000e+03 -6.388399004936218262e-01 -6.152161955833435059e-01
1.908333333333333258e+03 -6.160759329795837402e-01 -6.270122528076171875e-01
1.908416666666666742e+03 -6.625614166259765625e-01 -6.618500947952270508e-01
1.908500000000000000e+03 -6.702134609222412109e-01 -6.889321804046630859e-01
1.908583333333333258e+03 -6.899526715278625488e-01 -6.939260959625244141e-01
1.908666666666666742e+03 -6.931558847427368164e-01 -6.936987638473510742e-01
1.908750000000000000e+03 -6.918506622314453125e-01 -7.178666591644287109e-01
1.908833333333333258e+03 -7.089074850082397461e-01 -7.351191639900207520e-01
1.908916666666666742e+03 -7.140104770660400391e-01 -7.476960420608520508e-01
